 0,0,-3.141593e+00,-3.900000e-02,-6.428571e-02,0 IC1/
 0,0,-2.842393e+00,-5.621589e-02,-4.993423e-02,2.991993e-01 IC2/
 0,0,-2.543194e+00,-6.843674e-02,-3.114587e-02,5.983986e-01 IC3/
 0,0,-2.243995e+00,-7.457670e-02,-9.590059e-03,8.975979e-01 IC4/
 0,0,-1.944795e+00,-7.409018e-02,1.281787e-02,1.196797e+00  IC5/
 0,0,-1.645596e+00,-6.702043e-02,3.408687e-02,1.495997e+00 IC6/
 0,0,-1.346397e+00,-5.399562e-02,5.232711e-02,1.795196e+00 IC7/
 0,0,-1.047198e+00,-3.617306e-02,6.591785e-02,2.094395e+00 IC8/
 0,0,-7.479983e-01,-1.513637e-02,7.365150e-02,2.393594e+00 IC9/
 0,0,-4.487990e-01,7.245260e-03,7.484089e-02,2.692794e+00 IC10/
 0,0,-1.495997e-01,2.898311e-02,6.938034e-02,2.991993e+00 IC11/
 0,0,1.495997e-01,4.814569e-02,5.775505e-02,3.291192e+00 IC12/
 0,0,4.487990e-01,6.303031e-02,4.099796e-02,3.590392e+00 IC13/
 0,0,7.479983e-01,7.231441e-02,2.059803e-02,3.889591e+00 IC14/
 0,0,1.047198e+00,7.517306e-02,-1.632134e-03,4.188790e+00 IC15/
 0,0,1.346397e+00,7.135225e-02,-2.371727e-02,4.487990e+00 IC16/
 0,0,1.645596e+00,6.119148e-02,-4.369503e-02,4.787189e+00 IC17/
 0,0,1.944795e+00,4.559358e-02,-5.979028e-02,5.086388e+00 IC18/
 0,0,2.243995e+00,2.594449e-02,-7.057292e-02,5.385587e+00 IC19/
 0,0,2.543194e+00,3.990120e-03,-7.508483e-02,5.684787e+00 IC20/
 0,0,2.842393e+00,-1.831879e-02,-7.292513e-02,5.983986e+00 IC21/
